week,L1Q1,L1Q2,L1Q3,L1Q4,L1Q5,L1Q6,L1Q7,L1Q8,L1Q9,L1Q10,L1Q11,L1Q12,L1Q13,L2Q1,L2Q2,L2Q3,L2Q4,L2Q5,L2Q6,L2Q7,L2Q8,L2Q9,L2Q10,L2Q11,L2Q12,L2Q13,L2Q14,L2Q15,L2Q16,L2Q17,L2Q18,L2Q19,L2Q20,L2Q21,L3Q1,L3Q2,L3Q3,L3Q4,L3Q5,L3Q6,L3Q7,L3Q8,L3Q9,L3Q10,L3Q11,L3Q12,L3Q13,L3Q14,L3Q15,L3Q16,L3Q17,L3Q18,L3Q19,L3Q20,L3Q21,L4Q1,L4Q2,L4Q3,L4Q4,L4Q5,L4Q6,L4Q7,L4Q8,L4Q9,L4Q10,L4Q11,L4Q12,L4Q13,L4Q14,L4Q15,L4Q16,L4Q17,L4Q18,L4Q19,L4Q20,L4Q21,L4Q22,L5Q1,L5Q2,L5Q3,L5Q4,L5Q5,L5Q6,L5Q7,L5Q8,L5Q9,L5Q10,L5Q11,L5Q12,L5Q13,L5Q14,L5Q15,L5Q16,L5Q17,L5Q18,L5Q19,L6Q1,L6Q2,L6Q3,L6Q4,L6Q5,L6Q6,L6Q7,L6Q8,L6Q9,L6Q10,L6Q11,L6Q12,L6Q13,L6Q14,L6Q15,L6Q16,L6Q17,L6Q18,L7Q1,L7Q2,L7Q3,L7Q4,L7Q5,L7Q6,L8Q0,L8Q1
156,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,15,11,11,19,18,11,9,12,12,9,18,18,18,11,11,11,15,15,15,42,34,25,40,40,33,25,26,20,31,26,21,40,40,40,23,25,25,33,33,33,20,15,12,17,17,15,10,15,9,15,12,8,8,17,17,17,10,10,11,15,15,15,15,11,14,9,14,10,11,11,7,7,14,13,12,8,9,8,11,12,12,7,6,6,4,4,5,4,5,5,6,6,6,4,4,4,5,5,5,0,0,0,0,0,0,0,14
157,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16,12,11,19,19,11,9,13,13,9,19,19,19,11,11,11,15,15,15,43,34,26,40,40,34,25,27,20,32,27,21,40,40,40,24,25,25,34,34,34,20,16,12,18,18,15,10,15,9,14,12,8,8,16,16,16,10,10,11,14,14,15,15,12,13,9,15,10,12,12,7,7,14,14,14,8,8,8,12,11,10,7,6,7,4,4,6,4,6,6,7,7,7,4,4,4,6,6,5,0,0,0,0,0,0,0,13
158,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16,12,12,20,20,12,10,13,13,10,20,20,20,12,11,11,15,15,15,43,34,26,41,41,34,26,27,20,32,27,21,41,41,40,24,26,26,34,34,34,19,16,12,16,18,14,10,14,9,14,12,8,8,16,16,16,10,10,11,14,14,14,15,12,13,9,15,9,12,12,7,7,14,14,14,8,8,8,12,11,11,8,7,8,5,5,6,5,6,6,8,8,8,4,4,4,6,6,6,0,0,0,0,0,0,0,12
159,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,16,12,12,21,21,11,10,14,14,10,20,20,20,12,12,12,16,16,16,43,34,26,40,41,34,26,27,20,32,27,21,40,41,40,24,26,26,34,34,34,19,16,12,17,17,14,10,14,9,14,12,7,8,15,15,16,10,10,10,13,14,14,15,12,13,9,15,8,12,11,7,6,14,14,14,8,8,8,11,12,12,8,7,8,5,4,7,5,7,7,8,8,8,4,5,5,6,6,6,0,0,0,0,0,0,0,12
160,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16,12,12,20,20,12,10,13,14,10,20,20,20,12,12,12,16,16,15,43,35,25,41,41,35,26,27,20,33,27,22,41,41,41,25,26,25,35,35,35,19,16,11,16,17,14,10,14,9,14,12,8,8,16,16,16,10,10,10,14,14,14,15,12,14,9,15,9,12,12,7,7,15,15,15,9,7,8,12,11,12,9,8,9,5,5,7,5,7,6,9,8,8,5,5,5,7,7,7,0,0,0,0,0,0,0,12
161,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,16,12,12,21,20,12,10,13,14,10,20,20,20,12,11,12,15,16,16,44,35,26,40,42,35,26,28,21,33,28,22,42,41,41,25,26,26,35,35,34,19,15,11,17,17,14,11,14,9,14,12,8,8,17,17,17,10,10,11,14,14,14,15,12,14,9,15,9,12,11,7,7,15,15,14,9,8,8,12,12,11,9,8,9,5,5,7,5,7,6,8,8,8,5,5,5,6,7,7,0,0,0,0,0,0,0,15
162,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,16,12,12,20,20,12,10,13,14,10,19,20,20,12,11,12,15,15,15,44,35,26,42,42,35,26,27,21,33,28,22,42,41,41,25,26,26,35,35,34,18,15,11,16,17,14,10,14,9,14,11,8,8,16,16,16,10,10,11,14,14,14,16,13,14,9,16,9,12,12,7,7,14,15,15,9,9,9,12,12,12,10,7,9,6,5,7,5,7,7,9,9,9,5,5,5,7,6,7,0,0,0,0,0,0,0,14
163,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,16,12,12,21,20,12,10,14,14,10,21,21,20,12,12,12,16,15,16,44,35,26,41,41,35,26,27,21,33,27,22,41,41,41,25,26,26,35,35,35,19,15,11,17,17,15,11,14,9,14,12,8,8,17,17,17,10,9,11,14,14,14,16,13,14,10,16,10,13,13,7,7,15,15,15,9,9,9,13,13,13,10,8,10,6,6,7,5,7,6,9,8,9,5,5,5,7,7,7,0,0,0,0,0,0,0,15
164,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,16,11,12,21,21,11,10,14,13,10,20,21,20,11,12,12,15,16,16,45,36,26,42,42,35,26,28,21,33,28,22,42,42,42,25,26,26,35,35,35,20,15,12,17,17,15,11,15,9,14,12,8,8,17,17,17,10,10,11,15,15,15,16,13,15,10,16,9,13,13,8,8,16,16,16,9,8,9,13,13,12,10,7,9,5,5,7,5,7,7,9,8,8,5,5,5,7,7,7,0,0,0,0,0,0,0,15
165,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,17,12,12,21,21,12,10,14,14,10,21,21,21,12,12,12,17,16,16,44,36,26,42,42,35,26,28,21,33,28,22,42,42,41,25,26,26,35,35,35,19,15,11,17,17,14,11,15,9,14,12,8,7,17,17,17,10,9,10,15,14,14,17,14,15,10,16,10,13,13,8,8,16,16,15,9,9,9,13,13,13,10,8,10,6,6,7,6,7,7,10,10,9,5,5,5,7,7,7,0,0,0,0,0,0,0,15
166,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,17,12,12,20,21,11,10,13,14,9,21,20,20,11,12,12,16,15,16,45,36,27,43,43,36,27,28,21,34,28,22,43,42,42,25,27,27,36,36,36,18,15,11,17,17,15,11,15,9,15,12,8,8,16,17,17,9,10,11,15,15,14,17,14,15,10,16,9,13,12,8,8,15,15,16,9,9,9,12,13,13,9,8,9,5,6,7,5,7,7,9,9,9,5,5,5,7,7,7,1,0,0,0,0,0,0,15
167,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,16,12,12,19,19,12,9,12,14,10,20,19,19,11,11,12,15,15,16,46,37,27,43,43,37,27,29,21,34,29,23,43,43,43,26,27,27,37,37,37,19,15,11,17,17,14,11,15,9,15,12,8,8,17,17,17,10,9,11,15,15,15,17,13,15,10,17,10,12,12,8,8,16,16,16,9,9,9,14,14,13,9,8,10,5,6,6,5,7,6,8,9,9,5,5,5,7,7,6,1,0,0,0,0,0,0,16
168,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,16,12,12,20,20,12,10,13,14,10,20,20,20,12,12,12,16,15,16,46,37,27,43,43,36,27,28,21,35,29,22,42,43,43,26,26,27,37,36,36,20,15,11,17,17,15,11,15,9,15,12,8,8,17,17,17,10,10,11,15,15,14,17,13,15,10,17,9,13,13,8,8,16,16,15,9,9,8,14,13,13,10,8,10,5,6,7,5,7,7,9,9,9,5,5,5,7,7,7,1,0,0,0,0,0,0,16
169,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,16,12,12,20,21,12,10,14,14,10,21,20,20,12,12,12,16,16,16,46,37,28,43,43,37,27,29,21,35,29,23,43,42,42,26,27,27,37,37,37,19,16,12,18,16,15,11,14,9,15,11,8,8,17,17,16,10,10,11,15,15,15,17,13,15,9,17,10,12,13,7,7,15,15,15,9,8,9,13,12,13,8,8,9,6,5,6,5,7,7,9,8,8,5,5,5,7,7,7,0,0,0,0,0,0,0,17
170,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,17,13,13,21,21,13,10,14,14,10,21,21,21,13,12,12,17,17,17,46,37,28,43,43,37,28,29,21,35,29,23,43,43,42,26,27,27,37,37,37,19,15,12,17,17,14,10,15,9,15,12,8,8,17,16,17,10,10,10,15,14,15,17,14,15,10,16,9,14,14,8,8,16,15,16,9,9,9,14,13,13,9,8,8,6,5,7,5,7,7,9,8,9,4,5,4,7,7,7,0,0,0,0,0,0,0,15
171,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,17,13,13,21,22,13,11,14,14,11,22,22,21,13,13,13,17,17,17,46,37,27,43,43,37,28,29,21,34,29,23,43,43,43,26,28,27,36,36,36,20,16,12,18,18,15,11,15,9,15,12,8,8,17,17,17,10,10,11,15,15,15,17,14,14,9,16,10,14,14,8,8,15,15,15,9,9,9,14,13,13,9,8,9,5,5,6,5,7,7,9,9,9,4,5,5,7,7,7,0,0,0,0,0,0,0,16
172,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,17,13,13,21,21,13,11,15,14,11,22,22,21,13,13,12,17,17,17,46,37,28,44,44,37,28,29,22,35,29,23,44,43,43,26,28,28,37,37,37,19,14,11,16,18,15,11,15,9,14,12,8,8,17,17,17,10,10,11,15,14,15,18,14,16,10,17,10,14,14,8,8,16,16,16,10,10,10,14,14,14,9,8,10,6,5,7,5,7,7,9,8,8,5,5,5,7,7,7,0,0,0,0,0,0,0,16
173,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,17,13,13,22,21,13,11,15,14,11,22,22,20,12,11,12,17,17,17,47,38,28,44,44,37,28,29,22,35,29,23,44,44,44,26,27,27,37,37,37,19,15,11,17,18,15,11,15,9,14,12,8,8,17,17,17,10,10,11,15,14,14,18,14,16,11,18,10,14,14,8,8,17,17,17,10,10,10,14,14,14,10,8,10,6,6,7,6,7,7,10,10,10,5,5,5,7,7,7,1,1,0,0,0,0,0,16
174,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,17,13,13,22,21,13,11,14,14,10,21,22,21,13,13,13,17,17,17,47,38,28,45,45,38,28,30,22,36,29,23,44,44,44,26,28,28,38,38,38,18,14,11,17,18,15,11,14,9,14,12,7,8,17,17,17,10,10,11,13,14,15,18,15,16,11,18,11,15,14,8,8,17,17,17,10,10,10,14,14,14,11,9,11,6,6,8,6,8,8,10,10,10,6,6,6,8,8,8,0,0,0,0,0,0,0,17
175,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,17,13,13,21,21,12,11,14,14,10,21,22,21,13,12,12,17,17,17,48,38,28,45,45,38,28,30,22,36,30,23,45,45,45,27,28,28,38,38,38,19,15,12,17,17,15,11,15,9,15,12,8,8,17,17,17,10,10,11,15,15,15,17,15,15,9,18,10,14,15,8,8,16,16,17,10,10,10,15,14,14,10,9,11,6,6,8,6,8,8,11,10,11,6,6,6,8,8,8,0,0,0,0,0,0,0,17
176,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,17,13,13,21,21,13,11,14,14,10,21,22,20,13,12,13,17,17,17,48,39,29,45,45,39,29,30,22,36,30,24,45,45,45,27,29,29,38,38,38,19,15,12,18,18,15,11,15,9,15,12,9,8,17,17,17,10,10,11,15,15,15,18,15,16,11,18,11,15,14,8,8,17,17,17,10,10,10,15,14,14,11,9,11,6,6,8,6,8,8,11,11,10,6,6,6,8,7,8,0,0,0,0,0,0,0,16
177,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,17,13,13,22,22,13,11,14,14,10,20,21,21,13,13,13,17,17,17,49,39,29,46,46,39,29,30,23,37,30,24,46,46,46,27,29,29,39,39,39,20,15,11,17,18,14,11,15,9,14,12,8,8,16,17,16,10,10,11,15,15,15,18,15,16,11,18,11,15,15,8,8,17,17,17,10,10,9,14,14,14,10,10,11,6,6,8,6,9,6,11,10,11,6,6,6,9,8,9,0,0,0,0,0,0,0,15
178,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,17,13,13,21,22,13,11,13,14,11,22,20,21,13,13,13,17,17,16,49,39,29,46,45,39,29,31,23,37,31,24,45,46,46,28,29,29,39,39,39,20,15,11,17,18,14,10,15,9,14,12,8,8,17,17,16,10,10,10,15,15,15,18,15,16,11,18,11,15,15,8,8,17,17,17,10,10,10,15,15,14,10,10,11,6,6,9,6,8,8,11,10,11,6,6,6,8,8,9,0,0,0,0,0,0,0,15
179,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,17,13,13,22,22,13,11,14,14,11,22,22,22,13,13,13,16,17,17,50,39,29,47,47,39,29,31,23,37,31,24,47,47,47,28,29,29,39,39,39,19,15,11,17,17,14,11,14,9,14,12,8,8,17,17,17,10,10,11,15,15,15,19,15,16,11,19,11,15,15,9,9,18,17,17,10,10,10,15,15,15,10,10,11,6,6,9,6,9,8,11,7,11,6,6,6,8,8,9,0,0,0,0,0,0,0,16
180,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,17,13,13,22,22,13,11,14,14,11,22,22,22,13,13,13,17,17,17,50,39,30,47,47,40,29,31,23,37,31,24,46,47,47,28,29,29,39,39,39,19,15,12,17,17,15,11,15,8,15,12,8,8,16,17,17,10,10,11,14,15,14,18,15,16,11,18,11,15,15,9,9,17,18,18,10,10,9,15,15,15,11,10,11,6,6,9,6,9,9,11,11,11,5,6,6,9,8,8,0,0,0,0,0,0,0,16
181,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,18,13,13,22,22,13,11,15,15,11,22,22,22,13,13,13,18,18,18,51,40,30,48,47,40,30,31,23,38,31,25,47,47,47,28,30,30,39,40,40,19,16,12,18,17,15,11,15,9,14,12,8,8,17,16,17,10,10,11,14,15,15,19,15,16,11,19,11,15,15,9,8,17,18,17,10,10,10,15,15,15,11,10,11,6,6,9,6,9,9,11,10,11,6,6,6,9,8,8,0,0,0,0,0,0,0,17
182,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,18,13,13,23,22,13,11,15,15,11,23,23,23,12,13,13,18,18,18,51,41,30,48,48,40,30,32,24,38,32,25,48,48,48,28,30,30,40,40,40,20,16,12,18,18,15,11,15,9,15,12,9,9,18,18,18,10,10,11,14,15,15,19,15,16,11,19,11,15,15,9,9,18,18,17,10,10,10,15,15,15,11,9,11,7,5,9,7,9,9,11,11,11,7,7,7,9,8,8,0,0,0,0,0,0,0,16
183,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,18,13,13,23,22,13,11,15,15,11,23,23,23,13,13,13,18,18,18,51,41,31,48,48,41,31,32,24,39,32,26,48,48,48,29,31,31,41,41,41,20,16,12,18,17,15,11,15,9,15,12,8,8,18,18,17,10,10,11,15,14,14,19,15,17,11,18,11,15,15,9,9,17,16,18,10,10,10,15,14,14,11,10,11,7,7,9,7,9,9,11,11,11,6,7,7,9,9,8,0,0,0,0,0,0,0,17
184,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,18,14,14,23,23,14,11,15,15,11,23,23,23,13,13,13,18,18,18,51,41,31,48,48,41,31,32,24,38,32,25,48,48,48,29,31,30,41,41,41,21,16,12,18,18,16,12,16,9,15,13,9,9,18,18,18,11,11,11,15,15,15,20,15,17,12,19,11,15,15,9,9,17,18,18,11,11,11,15,15,15,11,10,11,7,6,9,7,9,9,11,11,11,5,5,6,9,9,9,0,0,0,0,0,0,0,17
185,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,18,13,13,22,23,13,11,15,15,11,22,23,21,14,14,12,17,17,17,52,42,31,49,49,42,31,32,24,39,32,26,49,49,49,29,31,31,41,42,41,21,16,12,17,18,16,11,16,9,16,13,9,9,18,18,17,11,11,12,16,15,14,20,16,17,11,20,12,16,16,9,9,18,18,18,11,11,11,16,16,16,11,10,11,7,7,9,7,9,9,11,11,11,7,7,6,9,9,9,0,0,0,0,0,0,0,17
186,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,17,13,13,22,21,13,11,14,15,10,22,23,22,14,14,13,16,17,17,53,42,32,50,50,42,31,33,25,40,33,26,50,49,50,30,31,31,42,42,42,21,16,12,18,18,15,11,15,9,15,13,9,9,18,18,17,10,11,12,16,15,15,19,15,16,12,18,12,16,16,9,9,18,18,18,11,10,11,15,15,16,11,10,11,7,7,9,7,9,9,11,11,11,7,6,6,8,8,8,0,0,0,0,0,0,0,17
187,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,18,13,13,22,22,13,11,14,15,11,22,22,22,14,14,13,17,17,17,53,43,32,50,50,43,32,33,25,40,33,26,50,50,50,30,32,32,43,43,43,21,15,12,17,18,15,11,15,9,15,13,9,8,17,18,18,11,11,12,15,15,15,19,15,17,12,19,11,15,16,9,9,18,18,18,11,11,11,15,15,16,11,10,11,6,6,9,7,9,9,9,11,11,6,6,6,9,9,7,0,0,0,0,0,0,0,18
188,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,18,12,13,22,22,13,10,15,15,11,21,22,22,14,14,13,18,17,17,54,43,32,51,51,43,32,34,25,40,33,27,50,50,50,30,32,32,43,43,43,21,16,12,18,17,15,11,15,9,15,13,9,8,16,18,17,11,11,12,15,15,15,20,16,17,12,20,12,16,16,9,9,18,19,18,11,10,11,16,16,15,11,9,11,7,7,9,7,9,9,11,11,11,4,6,6,9,9,9,0,0,0,0,0,0,0,19
189,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,18,13,13,21,22,13,11,15,15,11,22,22,22,14,13,13,18,18,17,54,43,32,51,50,43,32,34,25,40,34,27,51,51,51,31,32,32,43,43,43,21,16,12,18,18,16,11,16,10,16,13,9,9,18,18,18,11,11,12,16,15,15,20,16,18,12,20,12,16,16,9,9,19,19,19,11,11,11,15,16,16,11,9,11,6,6,9,6,9,9,10,11,11,7,6,6,9,9,9,0,0,0,0,0,0,0,20
190,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,17,13,13,22,22,13,10,14,15,11,21,21,21,13,13,13,17,18,17,55,44,33,51,51,44,33,34,25,41,34,27,51,51,51,31,33,33,43,43,43,21,16,12,18,18,16,12,16,10,16,12,9,9,18,17,18,10,11,12,15,16,16,21,16,18,12,21,12,16,16,10,10,20,19,19,11,11,11,16,16,16,12,10,11,7,7,9,6,9,8,11,11,11,7,6,7,9,9,8,0,0,0,0,0,0,0,21
191,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,17,13,13,22,21,13,11,14,15,10,22,22,22,12,13,13,17,18,17,56,45,33,52,52,44,33,35,26,41,34,27,52,52,52,31,33,33,44,44,44,20,16,12,18,18,16,11,16,10,15,13,9,9,18,18,18,11,11,12,15,14,16,20,16,18,12,21,12,16,16,10,10,19,20,19,11,11,11,16,16,15,11,10,11,6,6,9,6,8,9,11,11,11,7,6,7,9,8,8,0,0,0,0,0,0,0,20
192,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,17,13,13,21,22,13,11,14,14,10,22,22,21,13,13,13,17,17,17,57,45,33,53,53,45,34,34,26,43,35,28,53,53,53,32,34,34,45,45,45,21,17,12,19,18,16,12,16,10,16,13,9,9,18,18,18,10,11,12,16,16,16,21,16,18,12,21,12,16,16,10,10,20,20,20,12,12,12,16,16,16,11,10,11,6,6,9,6,9,9,10,11,11,7,6,7,9,8,7,0,0,0,0,0,0,0,19
193,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,17,13,13,22,22,13,11,14,14,11,22,22,21,13,13,13,17,17,17,57,45,34,54,53,45,34,34,26,43,35,28,53,53,52,31,34,34,45,45,45,21,17,12,19,18,16,12,16,10,16,13,9,9,18,18,18,11,11,11,15,16,16,20,17,18,12,21,12,17,17,10,10,20,20,19,12,12,11,16,16,16,10,9,11,6,6,8,6,9,9,10,10,10,6,6,7,8,8,8,0,0,0,0,0,0,0,19
194,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,17,13,13,22,22,13,11,15,15,11,22,22,22,13,13,13,18,17,17,57,45,34,54,54,45,34,35,25,42,35,28,53,53,53,32,34,33,45,45,45,21,17,12,19,19,16,12,16,10,16,13,9,9,19,19,19,11,11,12,16,16,16,20,17,19,12,21,12,17,17,10,10,20,20,20,12,12,12,17,17,17,10,8,10,5,6,8,5,7,9,10,10,10,6,6,7,7,7,7,0,0,0,0,0,0,0,18
195,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,18,13,13,23,23,12,11,15,15,11,22,22,22,12,13,13,18,18,18,57,45,34,54,54,45,34,36,26,43,35,28,53,53,53,32,34,34,45,45,45,22,17,13,19,19,16,12,16,10,16,14,8,9,19,19,19,11,11,12,16,16,16,22,17,19,13,22,13,17,17,10,10,21,21,21,12,12,12,17,17,17,10,7,10,6,6,8,6,6,8,9,10,8,5,5,7,7,7,7,0,0,0,0,0,0,0,18
196,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,18,13,14,23,23,13,11,15,14,11,23,23,23,13,13,13,18,18,17,57,45,34,54,54,45,33,36,26,42,36,28,54,54,53,32,34,34,44,45,45,21,17,11,19,19,15,12,16,10,16,13,9,8,19,18,18,11,10,12,16,15,15,22,18,20,13,22,13,16,17,10,10,21,21,21,12,12,12,17,17,17,9,8,9,5,5,7,6,7,8,10,9,9,5,5,6,7,7,7,0,0,0,0,0,0,0,17
197,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,18,14,14,23,23,14,11,15,15,11,23,23,23,14,13,13,18,18,18,56,46,33,53,54,44,34,36,27,43,35,28,53,53,54,32,34,34,44,45,45,20,16,12,18,19,15,11,16,9,15,13,9,9,19,18,18,11,11,12,15,15,15,22,18,20,13,22,13,18,18,10,10,21,21,21,12,12,12,17,16,17,10,8,10,6,5,7,5,7,7,10,9,9,5,5,6,6,7,7,0,0,0,0,0,0,0,16
198,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,19,14,14,23,23,14,11,14,15,11,23,23,23,14,14,14,18,18,18,57,46,34,54,54,45,34,36,27,43,35,28,53,53,54,32,34,33,45,45,45,20,15,11,17,18,15,11,16,9,15,13,9,8,17,18,17,11,11,11,15,15,15,22,18,19,12,21,13,17,18,9,10,21,21,21,12,12,12,16,17,17,9,8,9,5,5,7,5,6,7,10,8,8,5,5,5,7,7,7,0,0,0,0,0,0,0,15
199,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,19,14,14,23,22,14,11,16,16,11,23,23,22,14,14,14,19,19,19,58,46,34,54,54,46,34,36,27,43,36,29,54,54,54,32,34,34,46,46,46,20,16,12,17,18,15,11,16,9,15,13,8,8,17,17,17,11,11,11,15,15,15,22,17,19,12,21,12,17,17,10,10,21,20,20,12,12,12,17,17,16,10,8,10,5,6,7,6,7,7,10,10,10,5,5,5,6,7,7,0,0,0,0,0,0,0,16
200,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,18,14,14,23,22,14,11,16,15,11,23,23,23,14,14,14,18,19,18,58,46,35,54,54,46,35,36,27,42,36,29,54,54,54,32,35,34,46,46,46,21,16,12,18,18,16,12,16,10,16,13,9,9,18,18,18,11,11,11,15,14,15,22,17,19,13,22,13,17,17,10,10,21,21,19,12,12,12,17,17,17,10,8,10,6,6,8,6,7,7,10,10,10,6,6,6,7,7,7,0,0,0,0,0,0,0,16
201,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,19,14,14,23,23,14,11,16,16,11,23,23,23,14,14,14,19,19,19,58,46,35,55,54,46,35,36,27,43,36,29,54,54,54,32,35,35,46,46,46,21,17,12,18,18,16,12,16,10,16,13,9,9,18,19,19,11,11,12,16,16,16,22,18,19,13,22,13,17,17,10,10,21,21,21,12,12,12,17,17,17,10,8,10,6,6,8,6,7,8,10,10,10,6,6,6,7,8,7,0,0,0,0,0,0,0,16
202,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,20,15,15,24,23,14,12,16,16,12,24,24,24,14,14,14,19,19,19,58,46,35,55,55,46,35,36,27,44,36,29,54,55,55,33,35,35,46,46,46,21,17,12,18,17,16,12,15,10,15,12,9,9,17,19,19,11,11,11,14,15,15,22,17,20,13,22,13,18,18,10,10,20,21,21,12,12,12,18,18,16,10,8,10,6,6,8,6,8,7,9,10,10,6,6,6,8,8,7,0,0,0,0,0,0,0,15
203,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,20,15,13,24,25,14,12,16,16,10,24,24,24,14,14,13,18,19,19,58,46,35,55,55,46,35,36,27,44,36,29,55,55,55,33,35,35,46,46,46,21,16,12,17,17,15,12,15,9,15,12,9,9,17,17,17,11,11,11,13,15,15,23,18,20,13,22,13,18,18,10,10,21,21,21,13,13,13,18,18,18,10,8,10,6,6,7,6,7,8,10,10,10,6,6,6,8,7,7,0,0,0,0,0,0,0,14
204,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,19,15,14,23,25,14,12,16,15,12,24,24,23,14,14,14,19,19,19,58,47,35,55,55,47,35,36,27,44,36,29,55,55,55,32,35,35,46,46,46,21,16,12,18,18,16,12,16,9,15,13,9,9,18,18,18,11,11,11,15,15,15,23,18,20,13,23,13,18,18,11,10,21,21,21,12,13,12,18,18,18,10,8,10,6,6,7,6,8,7,10,10,10,6,6,5,8,8,7,0,0,0,0,0,0,0,15
205,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,19,15,13,23,24,14,12,14,15,12,24,23,23,13,14,14,19,19,18,58,47,35,56,56,47,35,37,27,44,37,29,55,55,55,33,35,35,47,47,47,21,16,12,18,18,15,12,15,9,15,12,9,9,18,18,18,11,11,11,15,15,15,23,19,21,14,23,14,18,19,11,11,22,22,22,13,13,13,18,18,18,10,8,9,6,5,7,6,7,7,10,9,10,6,6,5,7,7,7,0,0,0,0,0,0,0,13
206,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,19,14,14,23,23,14,11,16,15,11,24,23,23,14,14,14,19,19,19,60,48,36,56,56,48,35,37,28,44,37,30,56,56,56,33,35,35,48,48,48,20,16,12,18,18,15,11,14,9,14,12,9,9,18,18,18,11,11,11,15,15,15,24,19,21,14,24,14,19,19,11,11,23,23,22,13,13,13,19,19,19,10,8,10,6,6,7,6,8,8,10,10,10,6,6,6,8,8,8,0,0,0,0,0,0,0,12
207,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,20,15,14,24,24,14,12,16,16,12,24,24,24,14,14,14,19,19,19,60,46,35,56,56,47,35,37,28,45,36,30,56,56,55,33,35,35,47,48,47,21,16,12,18,18,16,12,16,10,16,13,9,9,17,18,18,11,11,12,16,16,15,24,19,21,14,23,14,19,19,11,11,23,23,23,13,14,13,19,19,19,10,9,10,5,6,8,6,8,8,10,10,10,6,5,6,8,8,8,0,0,0,0,0,0,0,11
208,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,20,15,14,24,24,14,12,16,16,12,24,24,24,14,14,14,19,19,19,60,48,35,56,56,47,35,37,28,45,37,29,56,56,56,32,35,35,47,47,46,21,15,12,18,18,15,12,15,10,15,13,9,9,18,18,18,11,11,12,15,16,15,24,19,21,14,23,14,19,19,11,11,22,23,23,13,14,13,19,19,18,11,10,11,6,6,8,6,8,8,11,11,11,6,6,5,8,8,8,0,0,0,0,0,0,0,10
